HOUSEHOLD_ID,PERSON_ID,AGE,AGE_GROUP,GENDER,RACEETHNICITY,MPO_RACEETHNICITY,RACEETHNICITY_HISPANIC,MPO_RACEETHNICITY_HISPANIC,LICENSE,DISABILITY,SMARTPHONE,EMPLOYMENT_STATUS,MPO_EMPLOYMENT_STATUS,MPO_UNEMPLOYMENT_STATUS,JOBS_COUNT,MPO_J1_EMPLOYER_TYPE,J1_WORKPLACE_LOC,WORK_STATE_FIPS,WORK_STATE_COUNTY_FIPS,WORK_TRACT_FIPS,WORK_TPB_TAZ,WORK_BMC_TAZ,J1_COMMUTE_FREQ,J1_COMMUTE_MODE,MPO_J1_COMMUTE_MODE,J1_TELECOMMUTE,MPO_J1_TELECOMMUTE,J1_TELECOMMUTE_DAYS,MPO_J1_TELECOMMUTE_DAYS,J1_BENEFITS_FREE_PARKING,J1_BENEFITS_PARKING,J1_BENEFITS_TRANSIT,J1_BENEFITS_CARPOOL,J1_BENEFITS_WALKING_BIKING,J1_BENEFITS_EV_CHARGING,J1_BENEFITS_BICYCLE_PARKING,J1_BENEFITS_NONE,STUDENT_STATUS,SCHOOL_TYPE,MPO_SCHOOL_TYPE,SCHOOL_STATE_FIPS,SCHOOL_STATE_COUNTY_FIPS,SCHOOL_TRACT_FIPS,SCHOOL_TPB_TAZ,SCHOOL_BMC_TAZ,SCHOOL_FREQ,SCHOOL_MODE,MPO_SCHOOL_MODE,VOLUNTEER_STATUS,TRIPS_YESNO,NO_TRAVEL,MPO_NO_TRAVEL,TD_PAIDPARK,TD_HOV,TD_TOLL,TD_TELECOMMUTE_TIME,MPO_TD_TELECOMMUTE_TIME,TD_SHOP_TIME,MPO_TD_SHOP_TIME,PERSON_TRIPCOUNT,WALK_BIKE_LOOP_TRIPS,WTPERFIN,WWM_WTPERFIN,AGE_IMP,GENDER_IMP,RACEETHNICITY_IMP,MPO_RACEETHNICITY_IMP,DISABILITY_IMP
140000316,14000031601,25,7,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,2,-9,-9,-9,-9,-9,-9,3,-9,2,-9,-9,-9,1,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,5,-9,58.049674115,65,-9,-9,-9,-9,-9
140000316,14000031602,27,7,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24003,707001,3107,581,-9,3,-9,2,-9,-9,-9,1,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,8,-9,58.049674115,65,-9,-9,-9,-9,-9
140000324,14000032401,80,12,2,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,1,-9,4,-9,88.698225412,89,-9,-9,-9,-9,-9
140000324,14000032402,72,11,1,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,2,-9,88.698225412,89,-9,-9,-9,-9,-9
140000326,14000032601,47,9,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24003,740603,3021,469,-9,3,-9,2,-9,-9,-9,1,0,-9,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,4,-9,0,-9,8,-9,164.78113545,184,-9,-9,-9,-9,-9
140000326,14000032602,57,10,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,2,-9,-9,-9,-9,-9,-9,3,-9,2,-9,-9,-9,1,0,-9,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,2,-9,164.78113545,184,-9,-9,-9,-9,-9
140000326,14000032603,17,5,1,4,-9,2,-9,1,2,1,0,-9,-9,2,-9,1,24,24003,730700,3061,431,-9,3,-9,2,-9,-9,-9,1,0,0,0,0,0,0,0,1,3,-9,24,24003,701400,3109,574,-9,3,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,8,-9,164.78113545,185,-9,-9,-9,-9,-9
140000326,14000032604,13,3,2,4,-9,2,-9,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,-9,24,24510,999999,-9,294,-9,5,-9,-9,1,-9,-9,2,-9,-9,-9,-9,-9,-9,5,-9,164.78113545,165,-9,-9,-9,-9,-9
140000335,14000033501,83,12,1,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,5,-9,77.101012283,77,-9,-9,-9,-9,-9
140000335,14000033502,59,10,2,4,-9,2,-9,1,2,1,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,5,-9,-9,-9,-9,-9,-9,0,-9,0,-9,77.101012283,77,-9,-9,-9,-9,-9
140000336,14000033601,52,9,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24005,999999,-9,816,-9,3,-9,1,-9,1,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,1,-9,0,-9,2,-9,77.101012283,84,-9,-9,-9,-9,-9
140000336,14000033602,52,9,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24027,605102,3013,1272,-9,3,-9,1,-9,1,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,7,-9,0,-9,3,-9,77.101012283,83,-9,-9,-9,-9,-9
140000340,14000034001,80,12,1,4,-9,2,-9,1,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,-9,-9,0,-9,8,2,79.699914037,80,-9,-9,-9,-9,-9
140000349,14000034901,77,12,1,4,-9,2,-9,1,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,5,-9,34.762423495,35,-9,-9,-9,-9,-9
140000349,14000034902,76,12,2,4,-9,2,-9,1,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,-9,-9,-9,-9,0,-9,2,-9,34.762423495,35,-9,-9,-9,-9,-9
140000353,14000035301,46,9,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,-9,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,0,-9,0,-9,4,2,34.762423495,35,-9,-9,-9,-9,-9
140000353,14000035302,47,9,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,3,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,-9,-9,-9,-9,0,-9,0,-9,0,-9,34.762423495,35,-9,-9,-9,-9,-9
140000354,14000035401,55,10,2,3,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24031,701421,586,1986,-9,3,-9,1,-9,0,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,1,-9,1,-9,2,-9,92.126939551,84,-9,-9,-9,-9,-9
140000354,14000035402,55,10,1,1,-9,1,-9,1,2,1,0,-9,-9,2,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,4,-9,-9,-9,-9,4,-9,1,-9,0,-9,92.126939551,92,-9,-9,-9,-9,-9
140000354,14000035403,22,6,2,1,-9,1,-9,1,2,1,0,-9,-9,1,-9,1,24,24003,702701,3091,519,-9,3,-9,2,-9,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,2,-9,92.126939551,103,-9,-9,-9,-9,-9
140000354,14000035404,20,6,2,1,-9,1,-9,1,2,1,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,7,-9,24,24033,807200,916,2316,-9,3,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,2,-9,92.126939551,92,-9,-9,-9,-9,-9
140000354,14000035405,18,6,2,1,-9,1,-9,2,2,1,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,7,-9,24,24033,807200,916,2316,-9,3,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,3,-9,92.126939551,92,-9,-9,-9,-9,-9
140000355,14000035501,57,10,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,2,-9,-9,-9,-9,-9,-9,3,-9,1,-9,0,-9,1,0,1,0,0,1,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,1,2,8,-9,0,-9,5,-9,53.481162914,60,-9,-9,-9,-9,-9
140000355,14000035502,58,10,1,3,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,4,-9,-9,-9,-9,6,-9,1,-9,0,-9,53.481162914,53,-9,-9,-9,-9,-9
140000355,14000035503,16,5,2,5,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24003,702300,3019,504,-9,1,-9,2,-9,-9,-9,1,0,0,0,0,0,0,0,1,3,-9,24,24003,701400,3109,574,-9,9,-9,-9,1,-9,-9,2,-9,-9,0,-9,0,-9,7,-9,53.481162914,60,-9,-9,-9,-9,-9
140000365,14000036501,53,9,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,2,-9,-9,-9,-9,-9,-9,3,-9,2,-9,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,2,-9,0,-9,8,-9,64.580678902,52,-9,-9,-9,-9,-9
140000365,14000036502,52,9,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,3,-9,1,-9,2,-9,0,1,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,8,-9,0,-9,5,-9,64.580678902,64,-9,-9,-9,-9,-9
140000365,14000036503,18,6,1,4,-9,2,-9,1,2,1,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,7,-9,24,24033,807200,916,2316,-9,3,-9,1,2,1,-9,-9,-9,-9,-9,-9,0,-9,0,-9,64.580678902,64,-9,-9,-9,-9,-9
140000365,14000036504,15,4,2,4,-9,2,-9,-9,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,-9,24,24003,740203,3038,411,-9,5,-9,-9,1,-9,-9,2,-9,-9,-9,-9,0,-9,2,-9,64.580678902,64,-9,-9,-9,-9,-9
140000367,14000036701,78,12,2,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,1,-9,5,-9,34.762423495,35,-9,-9,-9,-9,-9
140000367,14000036702,75,12,1,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,7,-9,34.762423495,35,-9,-9,-9,-9,-9
140000369,14000036901,46,9,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24003,731103,3087,522,-9,3,-9,1,-9,0,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,1,-9,0,-9,6,-9,64.580678902,72,-9,-9,-9,-9,-9
140000369,14000036902,44,8,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,11,11001,006202,14,1413,-9,3,-9,1,-9,1,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,2,-9,64.580678902,41,-9,-9,-9,-9,-9
140000369,14000036903,11,2,2,4,-9,2,-9,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,64.580678902,64,-9,-9,-9,-9,-9
140000369,14000036904,13,3,1,4,-9,2,-9,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-9,24,24003,702206,3051,501,-9,4,-9,-9,1,-9,-9,2,-9,-9,-9,-9,-9,-9,2,-9,64.580678902,65,-9,-9,-9,-9,-9
140000374,14000037401,83,12,2,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,4,-9,34.762423495,35,-9,-9,-9,-9,-9
140000374,14000037402,81,12,1,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,4,-9,34.762423495,35,-9,-9,-9,-9,-9
140000376,14000037601,53,9,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,3,-9,1,-9,2,-9,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,8,-9,0,-9,7,1,35.934186624,36,-9,-9,-9,-9,-9
140000382,14000038201,77,12,1,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,0,-9,4,-9,35.934186624,36,-9,-9,-9,-9,-9
140000384,14000038401,84,12,1,4,-9,2,-9,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,8,-9,-9,-9,-9,-9,-9,1,-9,0,-9,35.934186624,36,-9,-9,-9,-9,-9
140000390,14000039001,74,11,2,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,1,2,-9,-9,0,-9,3,-9,34.762423495,35,-9,-9,-9,-9,-9
140000390,14000039002,74,11,1,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,1,2,-9,-9,0,-9,5,-9,34.762423495,35,-9,-9,-9,-9,-9
140000393,14000039301,45,9,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,4,-9,1,0,0,0,0,1,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,8,-9,0,-9,8,-9,64.580678902,64,-9,-9,-9,-9,-9
140000393,14000039302,44,8,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,1,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,8,-9,64.580678902,65,-9,-9,-9,-9,-9
140000393,14000039303,15,4,1,4,-9,2,-9,-9,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,-9,24,24003,701400,3109,574,-9,9,-9,-9,1,-9,-9,2,-9,-9,-9,-9,0,-9,6,-9,64.580678902,65,-9,-9,-9,-9,-9
140000393,14000039304,9,2,2,4,-9,2,-9,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-9,24,24003,702204,3019,494,-9,9,-9,-9,1,-9,-9,2,-9,-9,-9,-9,-9,-9,4,-9,64.580678902,64,-9,-9,-9,-9,-9
140000395,14000039501,52,9,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24033,807102,983,2383,-9,3,-9,1,-9,0,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,-9,-9,4,-9,0,-9,0,-9,35.934186624,36,-9,-9,-9,-9,-9
140000407,14000040701,79,12,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,3,-9,-9,-9,-9,-9,-9,3,-9,1,-9,5,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,0,-9,0,-9,6,-9,81.130041015,81,-9,-9,-9,-9,-9
140000407,14000040702,82,12,1,4,-9,2,-9,1,1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,-9,-9,-9,-9,0,-9,6,-9,81.130041015,81,-9,-9,-9,-9,-9
140000411,14000041101,65,11,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,51,51510,201802,1600,-9,-9,5,-9,1,-9,0,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,1,2,0,-9,0,-9,9,2,51.382581694,67,-9,-9,-9,-9,-9
140000415,14000041501,74,11,1,4,-9,2,-9,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,1,-9,9,2,51.382581694,51,-9,-9,-9,-9,-9
140000416,14000041601,47,9,1,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,11,11001,005800,24,1423,-9,3,-9,2,-9,-9,-9,0,1,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,-9,-9,1,-9,8,-9,49.707068196,31,-9,-9,-9,-9,-9
140000416,14000041602,43,8,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,24,24031,704804,662,2062,-9,3,-9,1,-9,1,-9,0,1,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,1,-9,2,-9,3,-9,49.707068196,46,-9,-9,-9,-9,-9
